tileid,class,quantile
178537,3,0.854
178547,2,0.121
178549,1,0.056
178550,2,0.133
178551,2,0.249
178572,2,0.407
178616,2,0.416
178621,4,0.998
178623,2,0.376
178624,2,0.345
178625,2,0.414
178634,2,0.268
178635,2,0.259
178636,2,0.276
178637,1,0.007
178638,1,0.09
178640,3,0.646
178641,2,0.188
178642,1,0.008
178643,1,0.02
178644,1,0.015
178645,1,0.011
178646,1,0.04
178647,1,0.076
178648,1,0.021
178649,2,0.238
178650,2,0.228
178651,1,0.099
178652,2,0.133
178653,1,0.021
178654,2,0.134
178655,3,0.706
178656,3,0.838
178657,4,0.939
178658,1,0.049
178665,2,0.428
178666,1,0.046
178667,2,0.181
178668,4,0.997
178669,4,1.0
178670,4,1.0
178671,4,0.949
178686,3,0.564
178689,2,0.206
178690,1,0.05
178692,3,0.545
178693,3,0.876
178694,2,0.348
178875,1,0.062
178876,1,0.006
178877,1,0.045
178878,1,0.098
178879,2,0.473
178894,2,0.165
178919,2,0.302
178926,1,0.072
178927,4,1.0
178935,4,0.997
178936,2,0.369
178937,2,0.342
178939,4,1.0
178940,4,0.999
178941,4,1.0
178942,3,0.739
178943,3,0.864
178945,2,0.204
178946,3,0.735
178949,2,0.166
178950,3,0.551
178951,2,0.107
178952,2,0.12
178958,2,0.398
178965,2,0.196
178966,1,0.095
178967,2,0.386
179069,2,0.222
179103,2,0.232
179107,2,0.242
179108,3,0.815
179109,1,0.069
179110,2,0.19
179111,2,0.124
179112,2,0.442
179113,2,0.147
179117,4,0.952
179118,1,0.062
179119,1,0.036
179145,2,0.222
179146,1,0.1
179147,4,0.999
179148,4,0.997
179149,4,0.988
179150,2,0.382
179151,1,0.035
179163,2,0.208
179166,2,0.152
179167,1,0.067
179168,1,0.016
179175,2,0.204
179176,2,0.182
179177,2,0.147
179178,1,0.082
179179,2,0.153
179180,2,0.231
179181,2,0.199
179182,2,0.208
179184,1,0.094
179185,2,0.102
179186,1,0.075
179190,3,0.653
179194,3,0.854
179196,4,1.0
179197,4,0.994
179198,4,1.0
179201,2,0.238
179203,3,0.503
179204,4,1.0
179210,2,0.102
179211,1,0.099
179212,2,0.187
179213,1,0.059
179218,1,0.074
179237,2,0.136
179244,2,0.203
179245,3,0.868
179251,2,0.345
179255,3,0.894
179256,4,1.0
179258,2,0.174
179259,2,0.207
179260,2,0.216
179275,2,0.169
179326,4,1.0
179331,2,0.192
179332,2,0.22
179333,2,0.165
179336,2,0.106
179338,2,0.491
179343,2,0.213
179345,1,0.054
179346,2,0.187
179347,2,0.179
179348,2,0.118
179349,2,0.343
179350,1,0.004
179351,1,0.016
179352,1,0.029
179353,1,0.097
179354,1,0.058
179355,1,0.036
179356,1,0.034
179357,2,0.117
179358,2,0.498
179361,1,0.08
179362,3,0.84
179363,1,0.023
179373,4,1.0
179374,1,0.084
179375,1,0.049
179376,3,0.899
179377,4,1.0
179378,4,1.0
179398,1,0.047
179399,1,0.064
179400,2,0.223
179401,2,0.182
179402,3,0.766
179583,2,0.194
179584,1,0.068
179585,2,0.109
179586,2,0.301
179587,2,0.352
179618,2,0.144
179619,2,0.169
179631,2,0.139
179633,2,0.266
179634,2,0.316
179643,4,1.0
179647,3,0.845
179648,2,0.219
179649,3,0.859
179650,4,0.935
179651,4,1.0
179652,4,1.0
179653,3,0.854
179654,4,1.0
179655,4,0.942
179657,1,0.099
179658,3,0.702
179659,1,0.07
179660,2,0.109
179663,2,0.154
179664,2,0.159
179665,2,0.128
179670,4,0.997
179671,3,0.584
179672,3,0.553
179673,3,0.608
179674,3,0.801
179675,4,1.0
179677,4,0.995
179678,4,0.951
179811,2,0.358
179821,3,0.752
179822,4,0.947
179825,4,0.999
179826,4,0.914
179827,1,0.018
179828,1,0.049
179854,1,0.046
179855,1,0.015
179858,1,0.062
179859,2,0.156
179860,1,0.065
179861,2,0.319
179871,2,0.215
179872,2,0.144
179875,2,0.197
179876,1,0.007
179881,2,0.143
179882,1,0.062
179883,1,0.01
179884,2,0.254
179885,2,0.187
179886,2,0.133
179887,2,0.209
179888,2,0.391
179889,2,0.137
179891,2,0.187
179892,2,0.361
179893,1,0.084
179896,2,0.183
179897,3,0.681
179898,2,0.351
179903,3,0.674
179905,4,0.999
179913,4,1.0
179915,2,0.322
179918,1,0.027
179920,4,0.997
179921,1,0.024
179925,2,0.125
179926,2,0.111
179944,2,0.108
179945,2,0.228
179958,2,0.202
179964,1,0.037
179965,2,0.217
179966,2,0.111
179967,2,0.231
179968,2,0.467
179983,3,0.661
180030,1,0.075
180033,3,0.501
180034,2,0.236
180040,4,0.998
180041,2,0.185
180042,2,0.455
180048,2,0.355
180052,2,0.235
180054,1,0.021
180055,2,0.193
180056,3,0.746
180057,2,0.289
180058,2,0.27
180059,1,0.002
180060,2,0.226
180061,1,0.007
180062,1,0.01
180063,2,0.281
180064,2,0.126
180080,2,0.417
180083,3,0.657
180085,2,0.431
180107,2,0.223
180108,2,0.42
180109,2,0.124
180110,2,0.295
180111,2,0.134
180291,3,0.746
180293,1,0.082
180294,1,0.049
180295,3,0.643
180297,2,0.233
180327,1,0.03
180341,2,0.139
180345,3,0.748
180346,4,0.923
180347,2,0.128
180348,2,0.254
180349,2,0.298
180352,2,0.42
180354,3,0.701
180355,2,0.305
180356,1,0.024
180357,2,0.284
180358,3,0.896
180360,4,0.999
180361,4,0.928
180362,4,0.999
180363,4,0.939
180364,4,1.0
180365,3,0.793
180366,3,0.88
180367,2,0.108
180368,3,0.618
180369,3,0.578
180371,2,0.249
180372,2,0.373
180373,2,0.251
180381,2,0.145
180382,1,0.06
180383,1,0.094
180384,3,0.668
180385,4,0.998
180386,2,0.491
180387,1,0.052
180518,1,0.017
180519,2,0.247
180521,3,0.695
180522,2,0.455
180523,3,0.689
180524,2,0.349
180525,4,1.0
180528,2,0.151
180529,3,0.671
180530,3,0.609
180533,2,0.342
180534,4,0.971
180535,1,0.048
180536,1,0.017
180537,1,0.01
180539,2,0.182
180569,2,0.171
180570,2,0.162
180578,3,0.704
180579,2,0.235
180583,2,0.169
180590,1,0.058
180591,1,0.092
180592,1,0.057
180595,2,0.301
180597,2,0.105
180598,2,0.157
180599,2,0.398
180602,2,0.139
180606,2,0.397
180607,1,0.083
180608,2,0.22
180615,4,1.0
180617,4,1.0
180623,3,0.629
180626,1,0.034
180628,4,1.0
180634,2,0.123
180664,2,0.167
180667,1,0.07
180668,1,0.056
180669,2,0.222
180670,2,0.495
180673,1,0.011
180674,1,0.002
180675,1,0.039
180737,2,0.17
180738,1,0.072
180741,1,0.082
180748,3,0.53
180749,3,0.654
180750,4,1.0
180757,2,0.185
180760,2,0.223
180761,2,0.307
180762,1,0.049
180763,1,0.05
180765,2,0.299
180766,2,0.235
180767,2,0.159
180768,2,0.118
180769,2,0.208
180770,2,0.262
180771,1,0.067
180772,1,0.038
180779,2,0.125
180780,1,0.019
180787,2,0.373
180788,3,0.623
180816,2,0.466
180817,4,0.986
180818,4,0.955
180819,3,0.638
180820,2,0.175
180998,3,0.555
181001,2,0.264
181002,2,0.407
181004,2,0.264
181005,1,0.047
181027,1,0.055
181028,2,0.142
181035,2,0.37
181051,2,0.134
181053,2,0.194
181055,1,0.085
181056,2,0.124
181057,3,0.592
181065,3,0.865
181067,3,0.848
181068,2,0.258
181069,4,1.0
181070,3,0.744
181071,2,0.24
181072,2,0.438
181073,3,0.764
181074,4,1.0
181075,1,0.091
181076,2,0.151
181077,4,0.949
181078,3,0.776
181079,2,0.248
181081,3,0.604
181082,2,0.242
181084,2,0.292
181088,2,0.356
181089,1,0.079
181090,1,0.075
181091,1,0.029
181092,1,0.046
181093,2,0.197
181094,2,0.178
181095,1,0.094
181226,2,0.16
181227,1,0.084
181228,2,0.179
181232,1,0.075
181233,3,0.701
181237,3,0.66
181238,3,0.593
181239,3,0.585
181240,2,0.266
181241,1,0.062
181243,3,0.56
181244,1,0.043
181261,2,0.23
181262,1,0.063
181263,1,0.063
181277,2,0.147
181278,2,0.258
181279,2,0.365
181286,4,0.969
181288,2,0.156
181289,2,0.499
181290,2,0.194
181298,1,0.05
181299,1,0.067
181300,2,0.296
181301,2,0.13
181304,2,0.151
181307,1,0.086
181313,2,0.281
181331,4,0.933
181335,1,0.07
181339,1,0.038
181341,2,0.2
181342,1,0.032
181343,2,0.152
181371,1,0.057
181372,2,0.31
181375,2,0.175
181376,2,0.184
181378,1,0.078
181379,1,0.056
181380,2,0.222
181396,2,0.174
181397,4,0.998
181445,4,0.994
181457,3,0.654
181458,1,0.09
181465,2,0.464
181467,2,0.484
181469,2,0.162
181470,1,0.062
181471,1,0.064
181472,2,0.222
181473,2,0.117
181474,3,0.771
181475,2,0.496
181476,1,0.009
181477,1,0.01
181478,2,0.274
181479,1,0.025
181480,1,0.077
181481,1,0.076
181482,2,0.389
181483,1,0.04
181487,2,0.31
181488,1,0.075
181489,3,0.873
181496,2,0.262
181497,2,0.29
181499,2,0.261
181524,2,0.198
181525,2,0.395
181526,4,0.967
181527,4,1.0
181528,2,0.259
181708,3,0.864
181709,2,0.152
181713,1,0.028
181729,2,0.104
181742,1,0.015
181743,1,0.017
181763,2,0.296
181770,2,0.202
181772,2,0.336
181773,1,0.088
181774,1,0.07
181775,1,0.092
181776,2,0.301
181777,4,0.939
181778,3,0.841
181779,3,0.569
181780,1,0.041
181781,2,0.313
181782,4,0.96
181783,4,1.0
181784,1,0.063
181785,3,0.7
181786,2,0.105
181787,1,0.071
181788,2,0.288
181789,3,0.577
181791,2,0.102
181792,2,0.31
181793,2,0.106
181794,3,0.521
181795,2,0.236
181797,2,0.141
181798,2,0.371
181799,2,0.289
181800,3,0.579
181801,1,0.064
181802,1,0.016
181803,2,0.175
181804,1,0.013
181935,1,0.01
181936,3,0.51
181937,3,0.758
181943,2,0.256
181944,1,0.099
181945,2,0.154
181946,1,0.083
181951,2,0.216
181952,1,0.022
181958,1,0.049
181959,2,0.243
181961,2,0.345
181970,2,0.184
181971,2,0.381
181984,3,0.562
181985,2,0.37
181989,3,0.53
181992,1,0.059
181993,4,0.983
181994,4,0.999
181996,2,0.111
181997,2,0.18
181998,3,0.849
182006,1,0.051
182008,2,0.101
182011,1,0.064
182013,2,0.289
182014,1,0.056
182017,3,0.665
182018,1,0.045
182019,3,0.868
182022,4,0.974
182026,4,0.943
182031,4,1.0
182035,2,0.303
182041,1,0.094
182042,1,0.093
182047,1,0.045
182048,1,0.038
182049,3,0.564
182050,2,0.149
182051,2,0.214
182081,2,0.106
182082,2,0.132
182084,1,0.065
182085,2,0.154
182086,1,0.01
182087,1,0.049
182088,3,0.572
182090,1,0.1
182091,2,0.168
182149,3,0.564
182166,2,0.131
182172,2,0.139
182173,3,0.62
182175,2,0.148
182177,2,0.429
182178,3,0.513
182179,3,0.728
182180,2,0.494
182181,1,0.061
182182,1,0.072
182184,2,0.152
182185,1,0.003
182186,2,0.142
182187,1,0.013
182188,2,0.275
182189,1,0.062
182190,2,0.328
182191,2,0.201
182192,1,0.022
182195,2,0.112
182196,4,1.0
182197,4,1.0
182198,4,1.0
182199,4,1.0
182200,2,0.206
182201,2,0.164
182203,3,0.779
182204,2,0.196
182205,1,0.073
182207,2,0.204
182208,1,0.085
182232,2,0.136
182233,2,0.225
182234,4,0.981
182235,3,0.521
182236,2,0.434
182416,3,0.663
182437,1,0.027
182450,1,0.059
182451,2,0.168
182478,4,0.998
182479,4,1.0
182482,2,0.446
182483,2,0.287
182484,2,0.128
182485,2,0.183
182486,4,1.0
182487,3,0.523
182488,2,0.374
182489,2,0.348
182490,4,0.981
182491,4,1.0
182492,3,0.874
182493,3,0.595
182494,2,0.113
182495,2,0.165
182496,3,0.667
182497,3,0.607
182498,2,0.247
182499,2,0.221
182500,2,0.272
182501,2,0.141
182502,3,0.763
182503,2,0.222
182504,3,0.577
182505,4,0.901
182506,2,0.297
182507,2,0.131
182508,3,0.623
182509,2,0.13
182510,1,0.082
182511,1,0.079
182512,1,0.033
182643,1,0.006
182644,1,0.015
182645,2,0.181
182646,2,0.37
182649,2,0.157
182651,2,0.373
182652,2,0.104
182653,1,0.002
182654,1,0.064
182660,2,0.164
182661,1,0.069
182678,2,0.363
182679,3,0.518
182690,2,0.16
182691,3,0.72
182692,3,0.68
182693,4,0.999
182694,4,0.974
182695,1,0.036
182696,1,0.09
182697,2,0.367
182703,2,0.13
182704,1,0.068
182705,2,0.12
182706,2,0.245
182707,1,0.07
182715,2,0.129
182716,2,0.114
182717,1,0.077
182718,1,0.1
182719,1,0.019
182720,2,0.117
182721,2,0.328
182725,1,0.038
182726,1,0.091
182730,3,0.891
182733,3,0.542
182748,2,0.278
182749,1,0.056
182750,1,0.048
182751,2,0.154
182754,2,0.207
182755,1,0.014
182756,2,0.18
182757,4,0.916
182758,3,0.543
182760,1,0.019
182761,1,0.037
182789,1,0.048
182790,1,0.024
182791,1,0.069
182792,2,0.228
182796,1,0.056
182797,2,0.339
182798,2,0.238
182799,1,0.068
182800,1,0.076
182801,2,0.104
182802,1,0.035
182803,2,0.113
182804,1,0.02
182805,1,0.039
182806,2,0.121
182850,3,0.528
182880,2,0.248
182881,2,0.478
182882,3,0.751
182883,2,0.202
182884,2,0.426
182886,3,0.73
182887,1,0.059
182888,3,0.518
182889,3,0.525
182890,1,0.053
182891,1,0.018
182892,3,0.504
182893,1,0.032
182894,2,0.233
182895,2,0.118
182896,2,0.156
182897,2,0.344
182898,2,0.335
182899,3,0.876
182900,3,0.734
182901,3,0.714
182905,3,0.624
182907,4,1.0
182908,4,1.0
182909,2,0.204
182917,2,0.121
182940,2,0.109
182941,2,0.337
182942,2,0.305
182943,3,0.739
182944,2,0.464
183120,1,0.06
183124,1,0.1
183144,1,0.015
183145,1,0.009
183158,1,0.062
183170,3,0.783
183172,2,0.371
183173,3,0.869
183175,2,0.162
183185,4,1.0
183186,4,0.997
183188,3,0.892
183189,1,0.089
183190,3,0.885
183191,3,0.863
183194,4,0.95
183195,4,0.904
183196,3,0.871
183197,4,0.998
183198,4,1.0
183199,4,1.0
183200,3,0.797
183201,4,0.913
183202,3,0.514
183203,2,0.489
183204,3,0.795
183205,3,0.527
183206,2,0.351
183207,2,0.381
183208,2,0.18
183209,3,0.514
183210,4,0.995
183211,4,0.999
183212,3,0.792
183213,2,0.256
183214,3,0.718
183215,2,0.316
183216,2,0.115
183217,2,0.161
183218,2,0.138
183219,2,0.334
183220,1,0.012
183221,1,0.011
183222,1,0.041
183223,1,0.099
183224,4,0.97
183351,1,0.004
183352,2,0.159
183353,3,0.517
183354,2,0.353
183357,2,0.373
183358,2,0.144
183359,2,0.178
183360,1,0.076
183361,1,0.016
183362,1,0.008
183369,2,0.231
183370,2,0.174
183385,2,0.286
183386,2,0.104
183387,2,0.131
183388,2,0.165
183396,1,0.024
183397,1,0.007
183398,1,0.017
183399,4,0.995
183400,4,0.997
183401,4,0.928
183402,4,1.0
183403,2,0.366
183404,4,0.994
183408,2,0.191
183410,2,0.195
183411,1,0.078
183412,2,0.186
183413,1,0.045
183414,1,0.012
183415,1,0.06
183416,1,0.056
183417,1,0.053
183418,1,0.057
183421,2,0.161
183422,2,0.174
183423,1,0.068
183426,1,0.005
183427,1,0.015
183428,1,0.023
183429,2,0.133
183430,2,0.322
183431,1,0.096
183432,2,0.106
183433,1,0.083
183438,4,1.0
183439,1,0.094
183440,2,0.119
183442,3,0.748
183444,4,1.0
183448,3,0.875
183456,1,0.097
183457,1,0.088
183458,2,0.112
183459,4,0.983
183460,3,0.806
183461,1,0.032
183462,1,0.095
183463,1,0.063
183464,2,0.332
183465,3,0.831
183466,4,0.972
183468,1,0.014
183505,2,0.102
183506,1,0.099
183507,2,0.132
183508,3,0.759
183509,2,0.14
183510,1,0.031
183511,1,0.019
183512,1,0.071
183513,1,0.006
183514,1,0.005
183529,3,0.8
183582,4,1.0
183583,4,0.966
183584,4,1.0
183585,3,0.741
183586,3,0.763
183587,3,0.526
183588,1,0.034
183589,2,0.167
183590,2,0.35
183591,2,0.267
183592,1,0.063
183593,2,0.438
183595,2,0.453
183597,2,0.217
183598,3,0.65
183599,3,0.582
183600,3,0.731
183602,3,0.747
183603,2,0.294
183604,2,0.248
183605,4,0.995
183606,4,0.999
183607,4,1.0
183608,3,0.89
183609,4,0.98
183610,2,0.253
183611,2,0.115
183612,2,0.302
183613,2,0.493
183614,2,0.143
183615,4,1.0
183616,4,1.0
183617,3,0.726
183618,4,1.0
183627,4,1.0
183649,2,0.14
183650,2,0.133
183651,2,0.251
183852,1,0.038
183853,1,0.037
183867,2,0.131
183875,1,0.092
183882,4,0.974
183883,3,0.532
183884,1,0.046
183885,1,0.091
183889,4,0.999
183891,3,0.852
183893,4,1.0
183894,4,0.962
183895,3,0.529
183896,2,0.197
183897,4,1.0
183898,2,0.297
183899,3,0.585
183900,2,0.136
183901,2,0.128
183902,2,0.131
183903,4,1.0
183904,4,0.961
183905,3,0.554
183906,2,0.134
183907,4,0.968
183908,4,1.0
183909,4,0.978
183910,3,0.807
183911,2,0.279
183912,2,0.359
183913,1,0.044
183914,2,0.151
183915,2,0.218
183916,4,1.0
183917,2,0.263
183919,2,0.442
183922,2,0.486
183923,1,0.099
183924,2,0.23
183925,1,0.046
183926,2,0.423
183927,4,0.958
183928,2,0.326
183929,2,0.21
183930,2,0.18
183931,2,0.178
183932,2,0.378
183933,2,0.264
183934,2,0.174
184059,1,0.01
184060,1,0.019
184061,2,0.457
184062,2,0.127
184065,4,0.912
184066,3,0.867
184067,2,0.264
184068,2,0.266
184078,2,0.256
184079,1,0.025
184080,1,0.017
184081,1,0.005
184095,2,0.271
184102,2,0.182
184103,2,0.292
184104,3,0.56
184105,2,0.225
184106,4,0.992
184107,4,0.967
184108,4,0.955
184109,2,0.179
184110,1,0.053
184115,1,0.054
184116,2,0.134
184117,2,0.305
184118,1,0.061
184119,1,0.063
184122,2,0.147
184123,2,0.135
184124,1,0.066
184125,2,0.112
184126,1,0.079
184127,1,0.055
184129,2,0.195
184130,1,0.026
184131,2,0.164
184132,1,0.09
184133,1,0.086
184134,1,0.022
184135,1,0.031
184138,3,0.62
184139,2,0.333
184140,4,1.0
184141,4,0.998
184142,3,0.692
184144,4,0.963
184149,3,0.587
184150,4,1.0
184165,2,0.119
184166,1,0.073
184167,2,0.127
184170,1,0.08
184171,2,0.349
184173,2,0.345
184174,2,0.21
184197,1,0.086
184198,2,0.141
184199,2,0.177
184214,2,0.454
184215,1,0.087
184216,1,0.065
184219,2,0.119
184220,1,0.066
184221,2,0.139
184222,2,0.241
184235,2,0.49
184237,3,0.787
184242,3,0.796
184249,2,0.304
184291,4,1.0
184292,4,1.0
184293,4,1.0
184294,3,0.821
184303,2,0.453
184306,2,0.165
184310,4,0.999
184312,3,0.539
184314,3,0.773
184315,4,0.998
184316,4,1.0
184317,2,0.289
184318,2,0.224
184319,2,0.215
184320,2,0.243
184321,3,0.779
184322,1,0.062
184323,2,0.305
184324,1,0.062
184325,2,0.473
184326,4,1.0
184327,3,0.66
184359,2,0.481
184560,2,0.263
184561,1,0.096
184566,1,0.021
184577,4,1.0
184597,1,0.067
184598,3,0.861
184599,3,0.517
184601,3,0.547
184602,3,0.778
184603,2,0.363
184604,3,0.559
184605,3,0.801
184606,2,0.499
184607,3,0.518
184608,1,0.016
184609,1,0.0
184610,1,0.041
184611,4,0.951
184612,2,0.243
184613,2,0.452
184614,3,0.577
184615,4,0.975
184616,3,0.899
184617,2,0.159
184618,2,0.32
184621,1,0.003
184622,2,0.319
184623,4,0.965
184624,4,1.0
184631,3,0.648
184632,2,0.301
184633,2,0.355
184636,3,0.814
184637,3,0.634
184638,3,0.871
184639,1,0.092
184640,3,0.611
184641,3,0.663
184642,2,0.13
184643,2,0.377
184644,4,1.0
184767,1,0.011
184768,2,0.177
184769,2,0.405
184770,3,0.754
184771,4,0.981
184773,2,0.288
184774,2,0.118
184775,1,0.022
184777,3,0.522
184782,2,0.239
184783,1,0.013
184785,2,0.243
184786,1,0.089
184787,4,0.969
184788,1,0.077
184789,1,0.02
184790,1,0.043
184791,2,0.144
184802,2,0.225
184803,2,0.237
184809,1,0.018
184810,1,0.033
184811,3,0.809
184812,4,0.973
184813,4,0.992
184814,4,0.986
184815,4,0.978
184816,3,0.671
184824,3,0.603
184826,1,0.053
184827,1,0.011
184828,1,0.068
184829,2,0.208
184831,1,0.065
184832,1,0.006
184835,1,0.019
184836,1,0.081
184837,1,0.07
184838,2,0.168
184839,1,0.051
184849,3,0.878
184868,4,1.0
184872,1,0.099
184873,1,0.084
184874,1,0.052
184875,1,0.1
184876,1,0.04
184877,2,0.284
184878,1,0.092
184881,2,0.246
184882,2,0.213
184904,3,0.581
184905,3,0.55
184906,3,0.511
184923,2,0.149
184924,2,0.286
184948,2,0.287
184950,2,0.49
184951,2,0.299
184956,3,0.766
184957,1,0.023
185014,2,0.242
185015,2,0.337
185016,3,0.774
185020,3,0.765
185022,3,0.777
185023,2,0.485
185024,3,0.63
185025,4,0.982
185026,4,0.982
185027,3,0.538
185028,2,0.183
185029,1,0.065
185030,3,0.502
185031,2,0.485
185032,1,0.078
185033,2,0.225
185034,3,0.626
185035,3,0.609
185036,3,0.672
185037,2,0.118
185038,2,0.141
185044,1,0.084
185065,2,0.472
185066,2,0.111
185246,2,0.241
185247,2,0.151
185249,2,0.358
185298,2,0.317
185300,2,0.101
185302,4,1.0
185303,4,1.0
185304,2,0.276
185305,4,0.987
185306,4,1.0
185307,3,0.803
185308,3,0.639
185309,4,1.0
185310,4,1.0
185311,3,0.812
185312,4,0.96
185313,4,1.0
185314,2,0.26
185315,3,0.655
185316,1,0.09
185317,1,0.028
185320,3,0.622
185321,2,0.269
185322,4,0.967
185323,4,1.0
185324,4,0.947
185325,2,0.131
185326,1,0.023
185327,1,0.08
185328,3,0.638
185332,1,0.059
185334,4,0.94
185337,2,0.219
185338,2,0.235
185339,3,0.618
185340,2,0.376
185341,2,0.206
185342,2,0.331
185345,4,0.914
185346,4,0.961
185347,2,0.288
185348,3,0.733
185349,2,0.294
185350,2,0.171
185351,2,0.118
185475,1,0.025
185476,3,0.584
185477,3,0.593
185480,1,0.058
185481,2,0.224
185482,1,0.05
185483,2,0.178
185484,2,0.212
185485,2,0.122
185487,2,0.189
185488,2,0.264
185489,2,0.103
185497,1,0.076
185498,2,0.188
185499,2,0.272
185516,3,0.529
185517,2,0.29
185518,2,0.377
185519,2,0.188
185520,2,0.225
185521,2,0.106
185522,2,0.253
185530,1,0.067
185531,1,0.074
185533,3,0.673
185534,1,0.093
185535,1,0.065
185536,1,0.059
185538,2,0.278
185539,2,0.118
185540,1,0.078
185541,1,0.001
185542,1,0.002
185543,1,0.026
185544,1,0.022
185545,1,0.068
185547,1,0.062
185548,2,0.119
185576,4,0.902
185577,4,1.0
185578,2,0.255
185579,3,0.763
185580,2,0.105
185581,1,0.06
185587,1,0.062
185588,1,0.062
185589,1,0.048
185611,4,1.0
185612,4,0.971
185613,4,1.0
185631,2,0.426
185632,1,0.019
185649,2,0.23
185665,2,0.102
185666,2,0.121
185730,2,0.251
185731,2,0.161
185732,3,0.765
185733,4,0.998
185734,4,0.992
185735,4,0.995
185736,4,1.0
185737,3,0.819
185738,3,0.557
185739,2,0.361
185740,2,0.245
185741,3,0.759
185742,2,0.22
185743,4,1.0
185744,4,0.997
185745,3,0.544
185746,4,0.995
185747,3,0.533
185774,2,0.26
185971,4,0.972
185972,3,0.563
185973,3,0.895
185976,1,0.1
185988,1,0.083
186006,2,0.447
186008,2,0.325
186009,4,1.0
186010,4,1.0
186012,4,1.0
186014,4,0.997
186015,4,1.0
186016,3,0.78
186017,4,1.0
186018,4,1.0
186019,4,1.0
186020,4,0.997
186021,4,0.999
186022,4,1.0
186023,3,0.657
186024,2,0.391
186025,1,0.068
186028,2,0.214
186029,2,0.2
186030,4,0.992
186031,2,0.477
186032,3,0.842
186033,2,0.195
186034,2,0.11
186035,2,0.126
186036,2,0.281
186038,2,0.232
186039,4,0.991
186040,4,0.988
186042,3,0.645
186043,2,0.179
186044,2,0.491
186045,2,0.381
186046,2,0.447
186047,3,0.638
186048,3,0.641
186049,4,0.947
186050,3,0.885
186052,4,0.999
186053,2,0.196
186054,3,0.811
186055,4,0.966
186056,3,0.693
186057,3,0.676
186058,2,0.165
186059,2,0.279
186182,2,0.21
186183,3,0.856
186184,4,1.0
186185,4,1.0
186187,2,0.174
186189,1,0.019
186192,3,0.849
186195,1,0.083
186196,1,0.074
186197,1,0.052
186204,2,0.187
186206,1,0.02
186219,2,0.167
186222,2,0.225
186223,3,0.815
186224,2,0.254
186225,4,0.984
186226,3,0.852
186228,2,0.416
186237,2,0.308
186241,2,0.474
186242,3,0.692
186243,2,0.183
186244,1,0.048
186245,1,0.058
186246,1,0.065
186247,1,0.0
186248,2,0.12
186250,1,0.061
186251,2,0.11
186252,1,0.057
186253,1,0.055
186254,1,0.067
186255,1,0.009
186256,1,0.015
186284,4,1.0
186295,1,0.015
186296,1,0.017
186320,4,0.981
186340,2,0.328
186343,1,0.086
186347,3,0.816
186348,4,0.914
186349,2,0.231
186350,1,0.026
186351,2,0.225
186355,3,0.699
186357,3,0.798
186379,2,0.461
186381,2,0.126
186387,2,0.181
186388,2,0.232
186438,2,0.343
186439,3,0.797
186440,2,0.17
186441,4,1.0
186442,4,1.0
186444,4,0.994
186445,4,1.0
186446,4,1.0
186447,2,0.455
186448,4,0.955
186449,4,0.939
186450,3,0.837
186451,4,1.0
186452,4,1.0
186453,2,0.147
186454,2,0.394
186459,4,0.98
186460,2,0.488
186461,3,0.827
186466,2,0.259
186467,2,0.251
186482,4,1.0
186483,1,0.082
186484,2,0.432
186487,4,1.0
186489,1,0.034
186660,2,0.163
186662,2,0.27
186677,1,0.017
186684,4,0.921
186715,1,0.095
186716,3,0.784
186717,4,0.931
186718,2,0.421
186719,4,1.0
186722,3,0.765
186723,4,1.0
186724,4,1.0
186725,4,0.936
186726,4,0.988
186729,4,1.0
186730,2,0.266
186731,4,0.931
186732,2,0.271
186733,2,0.103
186736,2,0.272
186737,2,0.193
186738,4,0.919
186740,3,0.8
186741,3,0.828
186742,4,1.0
186743,4,0.978
186745,4,1.0
186746,4,1.0
186747,4,0.998
186748,2,0.359
186749,2,0.127
186750,1,0.089
186751,2,0.452
186752,4,1.0
186753,1,0.065
186754,2,0.336
186755,4,0.94
186756,2,0.221
186757,2,0.45
186758,2,0.253
186761,2,0.324
186765,3,0.613
186766,4,0.935
186767,3,0.568
186891,4,1.0
186892,4,0.969
186893,4,1.0
186897,2,0.357
186900,2,0.46
186901,2,0.179
186902,2,0.107
186903,1,0.068
186904,2,0.117
186905,2,0.248
186906,4,0.986
186907,4,0.999
186908,4,1.0
186909,4,0.958
186910,4,1.0
186911,4,0.988
186912,4,1.0
186913,1,0.093
186914,1,0.097
186915,1,0.082
186916,1,0.056
186918,1,0.031
186919,1,0.001
186920,1,0.018
186921,1,0.021
186922,1,0.018
186929,1,0.087
186930,3,0.69
186931,2,0.497
186932,3,0.651
186933,2,0.279
186934,3,0.789
186935,3,0.647
186936,2,0.143
186941,1,0.095
186942,2,0.293
186943,4,0.99
186944,2,0.267
186951,2,0.439
186952,2,0.185
186955,2,0.165
186956,2,0.155
186957,1,0.073
186958,1,0.03
186959,2,0.105
186960,1,0.067
186961,2,0.13
186962,1,0.054
186963,1,0.073
186964,1,0.039
186988,1,0.035
186996,1,0.021
186997,1,0.002
186998,1,0.001
186999,1,0.026
187000,1,0.008
187001,1,0.018
187002,1,0.017
187003,1,0.027
187014,2,0.378
187045,2,0.212
187057,2,0.14
187058,1,0.02
187061,2,0.15
187062,1,0.011
187063,1,0.052
187073,2,0.129
187075,1,0.059
187150,2,0.275
187151,4,0.944
187152,2,0.399
187153,4,1.0
187157,4,1.0
